Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
46765675,07/06/2020 01:30:05 AM,07/06/2020 01:51:23 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,968 EAST   84 STREET,EAST   84 STREET,FLATLANDS AVENUE,AVENUE J,FLATLANDS AVENUE,AVENUE J,,BROOKLYN,EAST   84 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:51:27 AM,18 BROOKLYN,3080200065,BROOKLYN,1009450,171124,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63633658709915,-73.90920409698955,"(40.63633658709915, -73.90920409698955)"
46757586,07/06/2020 01:30:13 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46756681,07/06/2020 01:30:13 AM,07/06/2020 01:43:43 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10002,ELDRIDGE STREET,ELDRIDGE STREET,ELDRIDGE STREET,RIVINGTON STREET,ELDRIDGE STREET,RIVINGTON STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:43:47 AM,03 MANHATTAN,,MANHATTAN,986848,201871,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72076560164813,-73.99062751832018,"(40.72076560164813, -73.99062751832018)"
46761249,07/06/2020 01:30:45 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46755750,07/06/2020 01:30:48 AM,07/06/2020 01:43:22 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11214,7802 21 AVENUE,21 AVENUE,78 STREET,79 STREET,78 STREET,79 STREET,,BROOKLYN,21 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/06/2020 05:43:23 AM,11 BROOKLYN,3062630038,BROOKLYN,986621,160680,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60770551758506,-73.99146092366036,"(40.60770551758506, -73.99146092366036)"
46764183,07/06/2020 01:30:50 AM,,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11411,117-37 NASHVILLE BOULEVARD,NASHVILLE BOULEVARD,LINDEN BOULEVARD,118 AVENUE,LINDEN BOULEVARD,118 AVENUE,,CAMBRIA HEIGHTS,NASHVILLE BOULEVARD,,In Progress,,,,13 QUEENS,4126370080,QUEENS,1055020,192857,ONLINE,Unspecified,QUEENS,,,,,,,,40.6957417187855,-73.74478733131895,"(40.6957417187855, -73.74478733131895)"
46758304,07/06/2020 01:30:55 AM,07/06/2020 01:34:11 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11235,2801 EMMONS AVENUE,EMMONS AVENUE,EAST   28 STREET,EAST   29 STREET,EAST   28 STREET,EAST   29 STREET,,BROOKLYN,EMMONS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:34:13 AM,15 BROOKLYN,3087920063,BROOKLYN,1000755,151993,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.58384640489819,-73.94057903203756,"(40.58384640489819, -73.94057903203756)"
46767581,07/06/2020 01:30:56 AM,07/06/2020 01:44:46 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461,2819 WELLMAN AVENUE,WELLMAN AVENUE,ERICSON PLACE,MAYFLOWER AVENUE,ERICSON PLACE,MAYFLOWER AVENUE,,BRONX,WELLMAN AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,07/06/2020 05:44:48 AM,10 BRONX,2053840060,BRONX,1029577,245852,MOBILE,Unspecified,BRONX,,,,,,,,40.84136582156832,-73.8361828842547,"(40.84136582156832, -73.8361828842547)"
46767917,07/06/2020 01:31:01 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,,BROOKLYN,SCHROEDERS AVENUE,,In Progress,,,,05 BROOKLYN,3044527505,BROOKLYN,1019630,177965,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.655078823851085,-73.87248959993701,"(40.655078823851085, -73.87248959993701)"
46767842,07/06/2020 01:31:02 AM,07/06/2020 01:42:10 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,RIVERSIDE DRIVE,RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  148 STREET,RIVERSIDE DRIVE,WEST  148 STREET,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:42:13 AM,09 MANHATTAN,,MANHATTAN,997978,241281,PHONE,Unspecified,MANHATTAN,,,,,,,,40.828925408592376,-73.9503946940152,"(40.828925408592376, -73.9503946940152)"
46755267,07/06/2020 01:31:09 AM,07/06/2020 01:44:08 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,121 SEAMAN AVENUE,SEAMAN AVENUE,PAYSON AVENUE,WEST  207 STREET,PAYSON AVENUE,WEST  207 STREET,,NEW YORK,SEAMAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:44:12 AM,12 MANHATTAN,1022400006,MANHATTAN,1005482,255796,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86874992976658,-73.92323348661806,"(40.86874992976658, -73.92323348661806)"
46766450,07/06/2020 01:31:17 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46764049,07/06/2020 01:31:28 AM,07/06/2020 01:43:01 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10463,BROADWAY,BROADWAY,BROADWAY,WEST  240 STREET,BROADWAY,WEST  240 STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:43:03 AM,08 BRONX,,BRONX,1011961,262280,MOBILE,Unspecified,BRONX,,,,,,,,40.886528530088704,-73.89978118205204,"(40.886528530088704, -73.89978118205204)"
46756003,07/06/2020 01:31:49 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46759524,07/06/2020 01:32:22 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46767724,07/06/2020 01:32:32 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451,442 COLLEGE AVENUE,COLLEGE AVENUE,EAST  145 STREET,EAST  146 STREET,EAST  145 STREET,EAST  146 STREET,,BRONX,COLLEGE AVENUE,,In Progress,,,,01 BRONX,2023260014,BRONX,1005826,236317,ONLINE,Unspecified,BRONX,,,,,,,,40.815284953395185,-73.92205238937164,"(40.815284953395185, -73.92205238937164)"
46758700,07/06/2020 01:32:32 AM,07/06/2020 01:54:19 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11204,1678 46 STREET,46 STREET,16 AVENUE,17 AVENUE,16 AVENUE,17 AVENUE,,BROOKLYN,46 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:54:21 AM,12 BROOKLYN,3054370038,BROOKLYN,989237,169408,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63166097472206,-73.9820330409928,"(40.63166097472206, -73.9820330409928)"
46754637,07/06/2020 01:32:33 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11208,874 BELMONT AVENUE,BELMONT AVENUE,MONTAUK AVENUE,MILFORD STREET,MONTAUK AVENUE,MILFORD STREET,,BROOKLYN,BELMONT AVENUE,,In Progress,,,,05 BROOKLYN,3040400022,BROOKLYN,1018387,184623,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67335841936253,-73.87693568574635,"(40.67335841936253, -73.87693568574635)"
46755578,07/06/2020 01:32:42 AM,07/06/2020 01:43:51 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461,2819 WELLMAN AVENUE,WELLMAN AVENUE,ERICSON PLACE,MAYFLOWER AVENUE,ERICSON PLACE,MAYFLOWER AVENUE,,BRONX,WELLMAN AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,07/06/2020 05:43:54 AM,10 BRONX,2053840060,BRONX,1029577,245852,MOBILE,Unspecified,BRONX,,,,,,,,40.84136582156832,-73.8361828842547,"(40.84136582156832, -73.8361828842547)"
46756733,07/06/2020 01:32:51 AM,07/06/2020 01:37:32 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10453,MACOMBS ROAD,MACOMBS ROAD,MACOMBS ROAD,WEST  176 STREET,MACOMBS ROAD,WEST  176 STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:37:33 AM,05 BRONX,,BRONX,1007454,248604,ONLINE,Unspecified,BRONX,,,,,,,,40.849005093952194,-73.9161284162975,"(40.849005093952194, -73.9161284162975)"
46766332,07/06/2020 01:32:53 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46758190,07/06/2020 01:32:54 AM,07/06/2020 01:41:46 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Park/Playground,10471,VAN CORTLANDT PARK,VAN CORTLANDT PARK,WEST  251 STREET,WEST  252 STREET,WEST  251 STREET,WEST  252 STREET,,BRONX,VAN CORTLANDT PARK,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:41:51 AM,26 BRONX,2059000150,BRONX,1014013,265673,ONLINE,Unspecified,BRONX,,,,,,,,40.89583455287594,-73.89234490335011,"(40.89583455287594, -73.89234490335011)"
46764061,07/06/2020 01:33:08 AM,07/06/2020 01:50:14 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,1033 REV JAMES A POLITE AVENUE,REV JAMES A POLITE AVENUE,EAST  165 STREET,EAST  166 STREET,EAST  165 STREET,EAST  166 STREET,,BRONX,REV JAMES A POLITE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:50:17 AM,02 BRONX,2026910040,BRONX,1012237,239580,MOBILE,Unspecified,BRONX,,,,,,,,40.824222978581126,-73.89887778091328,"(40.824222978581126, -73.89887778091328)"
46760424,07/06/2020 01:33:15 AM,07/06/2020 01:48:57 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2690 MORRIS AVENUE,MORRIS AVENUE,EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,,BRONX,MORRIS AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/06/2020 05:48:59 AM,07 BRONX,2033160013,BRONX,1013058,255392,ONLINE,Unspecified,BRONX,,,,,,,,40.867619599701904,-73.89584342666986,"(40.867619599701904, -73.89584342666986)"
46756784,07/06/2020 01:33:20 AM,07/06/2020 01:53:30 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10028,455 EAST   83 STREET,EAST   83 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,,NEW YORK,EAST   83 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,07/06/2020 05:53:31 AM,08 MANHATTAN,1015630022,MANHATTAN,998212,221425,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.774425769144734,-73.94959043828447,"(40.774425769144734, -73.94959043828447)"
46761236,07/06/2020 01:33:25 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46759970,07/06/2020 01:33:38 AM,07/06/2020 01:49:06 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11236,10113 AVENUE J,AVENUE J,EAST  101 STREET,EAST  102 STREET,EAST  101 STREET,EAST  102 STREET,,BROOKLYN,AVENUE J,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:49:08 AM,18 BROOKLYN,,BROOKLYN,1013218,173954,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6440928041951,-73.89561580913706,"(40.6440928041951, -73.89561580913706)"
46764566,07/06/2020 01:33:57 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46765313,07/06/2020 01:33:58 AM,07/06/2020 02:01:01 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11225,330 CROWN STREET,CROWN STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,,BROOKLYN,CROWN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 02:01:00 AM,09 BROOKLYN,3012970026,BROOKLYN,998395,181988,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.666180451646625,-73.94901259851812,"(40.666180451646625, -73.94901259851812)"
46764690,07/06/2020 01:34:22 AM,,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11208,ATKINS AVENUE,ATKINS AVENUE,ATKINS AVENUE,PITKIN AVENUE,ATKINS AVENUE,PITKIN AVENUE,,,,,In Progress,,,,05 BROOKLYN,,BROOKLYN,1017825,184996,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.674384368841444,-73.87895984217538,"(40.674384368841444, -73.87895984217538)"
46761104,07/06/2020 01:34:29 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46756774,07/06/2020 01:34:51 AM,07/06/2020 01:45:02 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11105,22-68 46 STREET,46 STREET,DITMARS BOULEVARD,ASTORIA BOULEVARD NORTH,DITMARS BOULEVARD,ASTORIA BOULEVARD NORTH,,ASTORIA,46 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:45:05 AM,01 QUEENS,4007690130,QUEENS,1010880,219521,ONLINE,Unspecified,QUEENS,,,,,,,,40.76917070274182,-73.90386041412091,"(40.76917070274182, -73.90386041412091)"
46767313,07/06/2020 01:34:53 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,3246 WILSON AVENUE,WILSON AVENUE,BEND,GIVAN AVENUE,BEND,GIVAN AVENUE,,BRONX,WILSON AVENUE,,In Progress,,,,12 BRONX,2047390057,BRONX,1025975,257244,PHONE,Unspecified,BRONX,,,,,,,,40.872651160001425,-73.84912999846281,"(40.872651160001425, -73.84912999846281)"
46768148,07/06/2020 01:35:01 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46767035,07/06/2020 01:35:16 AM,07/06/2020 01:38:29 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,253 EAST  181 STREET,EAST  181 STREET,RYER AVENUE,VALENTINE AVENUE,RYER AVENUE,VALENTINE AVENUE,,BRONX,EAST  181 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:38:33 AM,05 BRONX,2031490118,BRONX,1011903,250519,ONLINE,Unspecified,BRONX,,,,,,,,40.854248384756666,-73.90003948073578,"(40.854248384756666, -73.90003948073578)"
46762925,07/06/2020 01:35:17 AM,07/06/2020 01:54:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11230,1568 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,AVENUE L,LOCUST AVENUE,AVENUE L,LOCUST AVENUE,,BROOKLYN,CONEY ISLAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:54:40 AM,12 BROOKLYN,3065460019,BROOKLYN,994208,164874,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61921190333852,-73.96413041650031,"(40.61921190333852, -73.96413041650031)"
46756068,07/06/2020 01:35:34 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46763584,07/06/2020 01:35:40 AM,07/06/2020 01:58:20 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,915 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,,NEW YORK,RIVERSIDE DRIVE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:58:23 AM,12 MANHATTAN,,MANHATTAN,999201,244762,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.83847776293534,-73.94596769914044,"(40.83847776293534, -73.94596769914044)"
46759576,07/06/2020 01:35:55 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,10452,152 EAST  171 STREET,EAST  171 STREET,WYTHE PLACE,GRAND CONCOURSE,WYTHE PLACE,GRAND CONCOURSE,,BRONX,EAST  171 STREET,,In Progress,,,,04 BRONX,2028330014,BRONX,1007999,245400,PHONE,Unspecified,BRONX,,,,,,,,40.84020960889469,-73.91416984533421,"(40.84020960889469, -73.91416984533421)"
46754884,07/06/2020 01:35:58 AM,,MAYORâS OFFICE OF SPECIAL ENFORCEMENT,Mayorâs Office of Special Enforcement,NonCompliance with Phased Reopening,Business not in compliance,Store/Commercial,10467,3236 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  207 STREET,VAN CORTLANDT AVENUE EAST,EAST  207 STREET,VAN CORTLANDT AVENUE EAST,,BRONX,BAINBRIDGE AVENUE,,In Progress,,,,07 BRONX,2033430008,BRONX,1017533,258595,ONLINE,Unspecified,BRONX,,,,,,,,40.87639510572784,-73.87964797824478,"(40.87639510572784, -73.87964797824478)"
46755903,07/06/2020 01:36:05 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46759861,07/06/2020 01:36:07 AM,07/06/2020 01:42:19 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11233,682 MACON STREET,MACON STREET,PATCHEN AVENUE,RALPH AVENUE,PATCHEN AVENUE,RALPH AVENUE,,BROOKLYN,MACON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:42:23 AM,03 BROOKLYN,3016730046,BROOKLYN,1005405,188504,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68405142302154,-73.9237237452159,"(40.68405142302154, -73.9237237452159)"
